# theta[deg]	neutral_n1	plasma_n1	neutral_n2	plasma_n2	neutral_n3	plasma_n3	neutral_n4	plasma_n4
2.72700000e+02	8.00653595e-01	3.98321123e-06	5.15873016e-01	1.06764411e-02	1.66930041e-01	9.41683653e-01	3.54345577e-01	6.24874451e-01
2.72800000e+02	8.00381264e-01	3.89586407e-06	5.15211640e-01	1.08201402e-02	1.66944981e-01	9.43126256e-01	3.56371782e-01	6.22324508e-01
2.72900000e+02	8.00108932e-01	3.81035707e-06	5.14550265e-01	1.09655618e-02	1.66960547e-01	9.44552412e-01	3.58414349e-01	6.19776072e-01
2.73000000e+02	7.99836601e-01	3.72665317e-06	5.13888889e-01	1.11127232e-02	1.66976757e-01	9.45962042e-01	3.60473366e-01	6.17229268e-01
2.73100000e+02	7.99564270e-01	3.64471604e-06	5.13227513e-01	1.12616419e-02	1.66993629e-01	9.47355065e-01	3.62548921e-01	6.14684220e-01
2.73200000e+02	7.99291939e-01	3.56451004e-06	5.12566138e-01	1.14123354e-02	1.67011180e-01	9.48731400e-01	3.64641103e-01	6.12141052e-01
2.73300000e+02	7.99019608e-01	3.48600019e-06	5.11904762e-01	1.15648216e-02	1.67029429e-01	9.50090969e-01	3.66750000e-01	6.09599888e-01
2.73400000e+02	7.98747277e-01	3.40915222e-06	5.11243386e-01	1.17191181e-02	1.67048393e-01	9.51433695e-01	3.68875701e-01	6.07060849e-01
2.73500000e+02	7.98474946e-01	3.33393248e-06	5.10582011e-01	1.18752431e-02	1.67068091e-01	9.52759501e-01	3.71018294e-01	6.04524059e-01
2.73600000e+02	7.98202614e-01	3.26030800e-06	5.09920635e-01	1.20332145e-02	1.67088542e-01	9.54068309e-01	3.73177870e-01	6.01989641e-01
2.73700000e+02	7.97930283e-01	3.18824641e-06	5.09259259e-01	1.21930507e-02	1.67109764e-01	9.55360047e-01	3.75354517e-01	5.99457716e-01
2.73800000e+02	7.97657952e-01	3.11771600e-06	5.08597884e-01	1.23547701e-02	1.67131777e-01	9.56634638e-01	3.77548326e-01	5.96928406e-01
2.73900000e+02	7.97385621e-01	3.04868563e-06	5.07936508e-01	1.25183910e-02	1.67154600e-01	9.57892010e-01	3.79759386e-01	5.94401832e-01
2.74000000e+02	7.97113290e-01	2.98112481e-06	5.07275132e-01	1.26839323e-02	1.67178254e-01	9.59132090e-01	3.81987788e-01	5.91878115e-01
2.74100000e+02	7.96840959e-01	2.91500359e-06	5.06613757e-01	1.28514126e-02	1.67202756e-01	9.60354808e-01	3.84233622e-01	5.89357375e-01
2.74200000e+02	7.96568627e-01	2.85029264e-06	5.05952381e-01	1.30208508e-02	1.67228129e-01	9.61560092e-01	3.86496978e-01	5.86839732e-01
2.74300000e+02	7.96296296e-01	2.78696317e-06	5.05291005e-01	1.31922661e-02	1.67254392e-01	9.62747873e-01	3.88777948e-01	5.84325307e-01
2.74400000e+02	7.96023965e-01	2.72498696e-06	5.04629630e-01	1.33656775e-02	1.67281566e-01	9.63918082e-01	3.91076622e-01	5.81814217e-01
2.74500000e+02	7.95751634e-01	2.66433635e-06	5.03968254e-01	1.35411045e-02	1.67309671e-01	9.65070652e-01	3.93393093e-01	5.79306583e-01
2.74600000e+02	7.95479303e-01	2.60498419e-06	5.03306878e-01	1.37185663e-02	1.67338729e-01	9.66205516e-01	3.95727451e-01	5.76802521e-01
2.74700000e+02	7.95206972e-01	2.54690389e-06	5.02645503e-01	1.38980827e-02	1.67368760e-01	9.67322608e-01	3.98079789e-01	5.74302151e-01
2.74800000e+02	7.94934641e-01	2.49006934e-06	5.01984127e-01	1.40796733e-02	1.67399787e-01	9.68421864e-01	4.00450199e-01	5.71805590e-01
2.74900000e+02	7.94662309e-01	2.43445498e-06	5.01322751e-01	1.42633580e-02	1.67431832e-01	9.69503219e-01	4.02838772e-01	5.69312955e-01
2.75000000e+02	7.94389978e-01	2.38003572e-06	5.00661376e-01	1.44491568e-02	1.67464915e-01	9.70566612e-01	4.05245603e-01	5.66824362e-01
2.75100000e+02	7.94117647e-01	2.32678698e-06	5.00000000e-01	1.46370897e-02	1.67499060e-01	9.71611980e-01	4.07670782e-01	5.64339927e-01
2.75200000e+02	7.93845316e-01	2.27468464e-06	4.99338624e-01	1.48271771e-02	1.67534289e-01	9.72639262e-01	4.10114404e-01	5.61859768e-01
2.75300000e+02	7.93572985e-01	2.22370507e-06	4.98677249e-01	1.50194394e-02	1.67570624e-01	9.73648400e-01	4.12576561e-01	5.59383998e-01
2.75400000e+02	7.93300654e-01	2.17382510e-06	4.98015873e-01	1.52138970e-02	1.67608089e-01	9.74639333e-01	4.15057347e-01	5.56912732e-01
2.75500000e+02	7.93028322e-01	2.12502202e-06	4.97354497e-01	1.54105706e-02	1.67646706e-01	9.75612004e-01	4.17556856e-01	5.54446086e-01
2.75600000e+02	7.92755991e-01	2.07727354e-06	4.96693122e-01	1.56094810e-02	1.67686500e-01	9.76566358e-01	4.20075182e-01	5.51984173e-01
2.75700000e+02	7.92483660e-01	2.03055785e-06	4.96031746e-01	1.58106493e-02	1.67727493e-01	9.77502337e-01	4.22612419e-01	5.49527105e-01
2.75800000e+02	7.92211329e-01	1.98485354e-06	4.95370370e-01	1.60140963e-02	1.67769710e-01	9.78419887e-01	4.25168662e-01	5.47074998e-01
2.75900000e+02	7.91938998e-01	1.94013962e-06	4.94708995e-01	1.62198434e-02	1.67813175e-01	9.79318956e-01	4.27744004e-01	5.44627962e-01
2.76000000e+02	7.91666667e-01	1.89639554e-06	4.94047619e-01	1.64279119e-02	1.67857911e-01	9.80199489e-01	4.30338542e-01	5.42186110e-01
2.76100000e+02	7.91394336e-01	1.85360114e-06	4.93386243e-01	1.66383233e-02	1.67903944e-01	9.81061436e-01	4.32952369e-01	5.39749553e-01
2.76200000e+02	7.91122004e-01	1.81173666e-06	4.92724868e-01	1.68510991e-02	1.67951299e-01	9.81904747e-01	4.35585582e-01	5.37318403e-01
2.76300000e+02	7.90849673e-01	1.77078273e-06	4.92063492e-01	1.70662612e-02	1.68000000e-01	9.82729371e-01	4.38238277e-01	5.34892769e-01
2.76400000e+02	7.90577342e-01	1.73072037e-06	4.91402116e-01	1.72838315e-02	1.68050073e-01	9.83535261e-01	4.40910548e-01	5.32472763e-01
2.76500000e+02	7.90305011e-01	1.69153096e-06	4.90740741e-01	1.75038319e-02	1.68101543e-01	9.84322369e-01	4.43602492e-01	5.30058493e-01
2.76600000e+02	7.90032680e-01	1.65319629e-06	4.90079365e-01	1.77262846e-02	1.68154436e-01	9.85090650e-01	4.46314206e-01	5.27650069e-01
2.76700000e+02	7.89760349e-01	1.61569846e-06	4.89417989e-01	1.79512120e-02	1.68208778e-01	9.85840058e-01	4.49045786e-01	5.25247599e-01
2.76800000e+02	7.89488017e-01	1.57901997e-06	4.88756614e-01	1.81786364e-02	1.68264596e-01	9.86570549e-01	4.51797328e-01	5.22851190e-01
2.76900000e+02	7.89215686e-01	1.54314365e-06	4.88095238e-01	1.84085805e-02	1.68321915e-01	9.87282080e-01	4.54568930e-01	5.20460952e-01
2.77000000e+02	7.88943355e-01	1.50805268e-06	4.87433862e-01	1.86410669e-02	1.68380762e-01	9.87974610e-01	4.57360689e-01	5.18076990e-01
2.77100000e+02	7.88671024e-01	1.47373055e-06	4.86772487e-01	1.88761185e-02	1.68441165e-01	9.88648097e-01	4.60172703e-01	5.15699411e-01
2.77200000e+02	7.88398693e-01	1.44016113e-06	4.86111111e-01	1.91137583e-02	1.68503151e-01	9.89302503e-01	4.63005069e-01	5.13328321e-01
2.77300000e+02	7.88126362e-01	1.40732857e-06	4.85449735e-01	1.93540094e-02	1.68566746e-01	9.89937788e-01	4.65857885e-01	5.10963825e-01
2.77400000e+02	7.87854031e-01	1.37521735e-06	4.84788360e-01	1.95968950e-02	1.68631979e-01	9.90553915e-01	4.68731249e-01	5.08606028e-01
2.77500000e+02	7.87581699e-01	1.34381228e-06	4.84126984e-01	1.98424386e-02	1.68698877e-01	9.91150849e-01	4.71625260e-01	5.06255035e-01
2.77600000e+02	7.87309368e-01	1.31309845e-06	4.83465608e-01	2.00906636e-02	1.68767469e-01	9.91728553e-01	4.74540017e-01	5.03910950e-01
2.77700000e+02	7.87037037e-01	1.28306126e-06	4.82804233e-01	2.03415937e-02	1.68837783e-01	9.92286993e-01	4.77475618e-01	5.01573874e-01
2.77800000e+02	7.86764706e-01	1.25368641e-06	4.82142857e-01	2.05952527e-02	1.68909847e-01	9.92826138e-01	4.80432163e-01	4.99243912e-01
2.77900000e+02	7.86492375e-01	1.22495988e-06	4.81481481e-01	2.08516646e-02	1.68983690e-01	9.93345955e-01	4.83409751e-01	4.96921166e-01
2.78000000e+02	7.86220044e-01	1.19686793e-06	4.80820106e-01	2.11108533e-02	1.69059342e-01	9.93846413e-01	4.86408481e-01	4.94605736e-01
2.78100000e+02	7.85947712e-01	1.16939712e-06	4.80158730e-01	2.13728432e-02	1.69136831e-01	9.94327482e-01	4.89428453e-01	4.92297725e-01
2.78200000e+02	7.85675381e-01	1.14253426e-06	4.79497354e-01	2.16376585e-02	1.69216188e-01	9.94789135e-01	4.92469769e-01	4.89997232e-01
2.78300000e+02	7.85403050e-01	1.11626643e-06	4.78835979e-01	2.19053236e-02	1.69297441e-01	9.95231345e-01	4.95532526e-01	4.87704357e-01
2.78400000e+02	7.85130719e-01	1.09058097e-06	4.78174603e-01	2.21758633e-02	1.69380621e-01	9.95654084e-01	4.98616827e-01	4.85419201e-01
2.78500000e+02	7.84858388e-01	1.06546550e-06	4.77513228e-01	2.24493022e-02	1.69465758e-01	9.96057328e-01	5.01722773e-01	4.83141861e-01
2.78600000e+02	7.84586057e-01	1.04090786e-06	4.76851852e-01	2.27256652e-02	1.69552883e-01	9.96441053e-01	5.04850463e-01	4.80872436e-01
2.78700000e+02	7.84313725e-01	1.01689615e-06	4.76190476e-01	2.30049772e-02	1.69642026e-01	9.96805237e-01	5.08000000e-01	4.78611024e-01
2.78800000e+02	7.84041394e-01	9.93418730e-07	4.75529101e-01	2.32872635e-02	1.69733218e-01	9.97149858e-01	5.11171485e-01	4.76357721e-01
2.78900000e+02	7.83769063e-01	9.70464166e-07	4.74867725e-01	2.35725493e-02	1.69826491e-01	9.97474895e-01	5.14365019e-01	4.74112625e-01
2.79000000e+02	7.83496732e-01	9.48021279e-07	4.74206349e-01	2.38608599e-02	1.69921875e-01	9.97780330e-01	5.17580705e-01	4.71875831e-01
2.79100000e+02	7.83224401e-01	9.26079111e-07	4.73544974e-01	2.41522209e-02	1.70019403e-01	9.98066144e-01	5.20818645e-01	4.69647434e-01
2.79200000e+02	7.82952070e-01	9.04626930e-07	4.72883598e-01	2.44466580e-02	1.70119105e-01	9.98332320e-01	5.24078941e-01	4.67427530e-01
2.79300000e+02	7.82679739e-01	8.83654224e-07	4.72222222e-01	2.47441969e-02	1.70221016e-01	9.98578843e-01	5.27361695e-01	4.65216213e-01
2.79400000e+02	7.82407407e-01	8.63150695e-07	4.71560847e-01	2.50448635e-02	1.70325165e-01	9.98805698e-01	5.30667012e-01	4.63013575e-01
2.79500000e+02	7.82135076e-01	8.43106258e-07	4.70899471e-01	2.53486839e-02	1.70431588e-01	9.99012871e-01	5.33994993e-01	4.60819712e-01
2.79600000e+02	7.81862745e-01	8.23511034e-07	4.70238095e-01	2.56556843e-02	1.70540315e-01	9.99200350e-01	5.37345743e-01	4.58634714e-01
2.79700000e+02	7.81590414e-01	8.04355347e-07	4.69576720e-01	2.59658909e-02	1.70651380e-01	9.99368125e-01	5.40719365e-01	4.56458674e-01
2.79800000e+02	7.81318083e-01	7.85629722e-07	4.68915344e-01	2.62793302e-02	1.70764817e-01	9.99516185e-01	5.44115963e-01	4.54291683e-01
2.79900000e+02	7.81045752e-01	7.67324878e-07	4.68253968e-01	2.65960287e-02	1.70880658e-01	9.99644521e-01	5.47535640e-01	4.52133831e-01
2.80000000e+02	7.80773420e-01	7.49431725e-07	4.67592593e-01	2.69160132e-02	1.70998939e-01	9.99753126e-01	5.50978501e-01	4.49985210e-01
2.80100000e+02	7.80501089e-01	7.31941362e-07	4.66931217e-01	2.72393103e-02	1.71119692e-01	9.99841994e-01	5.54444652e-01	4.47845908e-01
2.80200000e+02	7.80228758e-01	7.14845072e-07	4.66269841e-01	2.75659471e-02	1.71242952e-01	9.99911118e-01	5.57934195e-01	4.45716014e-01
2.80300000e+02	7.79956427e-01	6.98134317e-07	4.65608466e-01	2.78959506e-02	1.71368753e-01	9.99960496e-01	5.61447237e-01	4.43595617e-01
2.80400000e+02	7.79684096e-01	6.81800738e-07	4.64947090e-01	2.82293480e-02	1.71497130e-01	9.99990124e-01	5.64983883e-01	4.41484805e-01
2.80500000e+02	7.79411765e-01	6.65836147e-07	4.64285714e-01	2.85661666e-02	1.71628118e-01	1.00000000e+00	5.68544239e-01	4.39383664e-01
2.80600000e+02	7.79139434e-01	6.50232528e-07	4.63624339e-01	2.89064338e-02	1.71761752e-01	9.99990124e-01	5.72128409e-01	4.37292281e-01
2.80700000e+02	7.78867102e-01	6.34982031e-07	4.62962963e-01	2.92501771e-02	1.71898068e-01	9.99960496e-01	5.75736500e-01	4.35210742e-01
2.80800000e+02	7.78594771e-01	6.20076970e-07	4.62301587e-01	2.95974243e-02	1.72037101e-01	9.99911118e-01	5.79368618e-01	4.33139133e-01
2.80900000e+02	7.78322440e-01	6.05509817e-07	4.61640212e-01	2.99482031e-02	1.72178887e-01	9.99841994e-01	5.83024870e-01	4.31077538e-01
2.81000000e+02	7.78050109e-01	5.91273203e-07	4.60978836e-01	3.03025413e-02	1.72323463e-01	9.99753126e-01	5.86705362e-01	4.29026041e-01
2.81100000e+02	7.77777778e-01	5.77359912e-07	4.60317460e-01	3.06604672e-02	1.72470863e-01	9.99644521e-01	5.90410202e-01	4.26984726e-01
2.81200000e+02	7.77505447e-01	5.63762880e-07	4.59656085e-01	3.10220086e-02	1.72621126e-01	9.99516185e-01	5.94139495e-01	4.24953676e-01
2.81300000e+02	7.77233115e-01	5.50475190e-07	4.58994709e-01	3.13871941e-02	1.72774287e-01	9.99368125e-01	5.97893351e-01	4.22932972e-01
2.81400000e+02	7.76960784e-01	5.37490068e-07	4.58333333e-01	3.17560518e-02	1.72930385e-01	9.99200350e-01	6.01671875e-01	4.20922698e-01
2.81500000e+02	7.76688453e-01	5.24800885e-07	4.57671958e-01	3.21286104e-02	1.73089456e-01	9.99012871e-01	6.05475177e-01	4.18922933e-01
2.81600000e+02	7.76416122e-01	5.12401149e-07	4.57010582e-01	3.25048983e-02	1.73251537e-01	9.98805698e-01	6.09303363e-01	4.16933759e-01
2.81700000e+02	7.76143791e-01	5.00284506e-07	4.56349206e-01	3.28849444e-02	1.73416667e-01	9.98578843e-01	6.13156544e-01	4.14955255e-01
2.81800000e+02	7.75871460e-01	4.88444734e-07	4.55687831e-01	3.32687775e-02	1.73584883e-01	9.98332320e-01	6.17034826e-01	4.12987501e-01
2.81900000e+02	7.75599129e-01	4.76875743e-07	4.55026455e-01	3.36564264e-02	1.73756224e-01	9.98066144e-01	6.20938319e-01	4.11030574e-01
2.82000000e+02	7.75326797e-01	4.65571572e-07	4.54365079e-01	3.40479203e-02	1.73930728e-01	9.97780330e-01	6.24867132e-01	4.09084554e-01
2.82100000e+02	7.75054466e-01	4.54526383e-07	4.53703704e-01	3.44432883e-02	1.74108434e-01	9.97474895e-01	6.28821374e-01	4.07149518e-01
2.82200000e+02	7.74782135e-01	4.43734465e-07	4.53042328e-01	3.48425597e-02	1.74289380e-01	9.97149858e-01	6.32801155e-01	4.05225542e-01
2.82300000e+02	7.74509804e-01	4.33190224e-07	4.52380952e-01	3.52457638e-02	1.74473607e-01	9.96805237e-01	6.36806584e-01	4.03312703e-01
2.82400000e+02	7.74237473e-01	4.22888188e-07	4.51719577e-01	3.56529302e-02	1.74661152e-01	9.96441053e-01	6.40837772e-01	4.01411077e-01
2.82500000e+02	7.73965142e-01	4.12822997e-07	4.51058201e-01	3.60640884e-02	1.74852057e-01	9.96057328e-01	6.44894828e-01	3.99520737e-01
2.82600000e+02	7.73692810e-01	4.02989409e-07	4.50396825e-01	3.64792682e-02	1.75046361e-01	9.95654084e-01	6.48977862e-01	3.97641760e-01
2.82700000e+02	7.73420479e-01	3.93382290e-07	4.49735450e-01	3.68984992e-02	1.75244103e-01	9.95231345e-01	6.53086987e-01	3.95774217e-01
2.82800000e+02	7.73148148e-01	3.83996615e-07	4.49074074e-01	3.73218115e-02	1.75445325e-01	9.94789135e-01	6.57222312e-01	3.93918184e-01
2.82900000e+02	7.72875817e-01	3.74827469e-07	4.48412698e-01	3.77492349e-02	1.75650066e-01	9.94327482e-01	6.61383948e-01	3.92073732e-01
2.83000000e+02	7.72603486e-01	3.65870038e-07	4.47751323e-01	3.81807997e-02	1.75858368e-01	9.93846413e-01	6.65572008e-01	3.90240933e-01
2.83100000e+02	7.72331155e-01	3.57119613e-07	4.47089947e-01	3.86165359e-02	1.76070272e-01	9.93345955e-01	6.69786602e-01	3.88419858e-01
2.83200000e+02	7.72058824e-01	3.48571584e-07	4.46428571e-01	3.90564739e-02	1.76285819e-01	9.92826138e-01	6.74027842e-01	3.86610578e-01
2.83300000e+02	7.71786492e-01	3.40221440e-07	4.45767196e-01	3.95006441e-02	1.76505050e-01	9.92286993e-01	6.78295841e-01	3.84813164e-01
2.83400000e+02	7.71514161e-01	3.32064768e-07	4.45105820e-01	3.99490769e-02	1.76728007e-01	9.91728553e-01	6.82590711e-01	3.83027685e-01
2.83500000e+02	7.71241830e-01	3.24097247e-07	4.44444444e-01	4.04018030e-02	1.76954733e-01	9.91150849e-01	6.86912564e-01	3.81254209e-01
2.83600000e+02	7.70969499e-01	3.16314649e-07	4.43783069e-01	4.08588529e-02	1.77185268e-01	9.90553915e-01	6.91261514e-01	3.79492804e-01
2.83700000e+02	7.70697168e-01	3.08712837e-07	4.43121693e-01	4.13202574e-02	1.77419657e-01	9.89937788e-01	6.95637672e-01	3.77743540e-01
2.83800000e+02	7.70424837e-01	3.01287765e-07	4.42460317e-01	4.17860474e-02	1.77657942e-01	9.89302503e-01	7.00041153e-01	3.76006481e-01
2.83900000e+02	7.70152505e-01	2.94035470e-07	4.41798942e-01	4.22562538e-02	1.77900165e-01	9.88648097e-01	7.04472070e-01	3.74281696e-01
2.84000000e+02	7.69880174e-01	2.86952076e-07	4.41137566e-01	4.27309075e-02	1.78146369e-01	9.87974610e-01	7.08930537e-01	3.72569250e-01
2.84100000e+02	7.69607843e-01	2.80033792e-07	4.40476190e-01	4.32100398e-02	1.78396599e-01	9.87282080e-01	7.13416667e-01	3.70869207e-01
2.84200000e+02	7.69335512e-01	2.73276906e-07	4.39814815e-01	4.36936817e-02	1.78650897e-01	9.86570549e-01	7.17930575e-01	3.69181633e-01
2.84300000e+02	7.69063181e-01	2.66677789e-07	4.39153439e-01	4.41818646e-02	1.78909308e-01	9.85840058e-01	7.22472375e-01	3.67506591e-01
2.84400000e+02	7.68790850e-01	2.60232887e-07	4.38492063e-01	4.46746197e-02	1.79171875e-01	9.85090650e-01	7.27042182e-01	3.65844145e-01
2.84500000e+02	7.68518519e-01	2.53938725e-07	4.37830688e-01	4.51719785e-02	1.79438643e-01	9.84322369e-01	7.31640111e-01	3.64194358e-01
2.84600000e+02	7.68246187e-01	2.47791903e-07	4.37169312e-01	4.56739725e-02	1.79709657e-01	9.83535261e-01	7.36266277e-01	3.62557291e-01
2.84700000e+02	7.67973856e-01	2.41789095e-07	4.36507937e-01	4.61806332e-02	1.79984962e-01	9.82729371e-01	7.40920795e-01	3.60933007e-01
2.84800000e+02	7.67701525e-01	2.35927045e-07	4.35846561e-01	4.66919922e-02	1.80264601e-01	9.81904747e-01	7.45603781e-01	3.59321565e-01
2.84900000e+02	7.67429194e-01	2.30202571e-07	4.35185185e-01	4.72080814e-02	1.80548622e-01	9.81061436e-01	7.50315350e-01	3.57723027e-01
2.85000000e+02	7.67156863e-01	2.24612557e-07	4.34523810e-01	4.77289324e-02	1.80837068e-01	9.80199489e-01	7.55055620e-01	3.56137453e-01
2.85100000e+02	7.66884532e-01	2.19153956e-07	4.33862434e-01	4.82545771e-02	1.81129987e-01	9.79318956e-01	7.59824706e-01	3.54564900e-01
2.85200000e+02	7.66612200e-01	2.13823788e-07	4.33201058e-01	4.87850474e-02	1.81427423e-01	9.78419887e-01	7.64622724e-01	3.53005429e-01
2.85300000e+02	7.66339869e-01	2.08619138e-07	4.32539683e-01	4.93203752e-02	1.81729424e-01	9.77502337e-01	7.69449792e-01	3.51459096e-01
2.85400000e+02	7.66067538e-01	2.03537152e-07	4.31878307e-01	4.98605927e-02	1.82036035e-01	9.76566358e-01	7.74306026e-01	3.49925959e-01
2.85500000e+02	7.65795207e-01	1.98575042e-07	4.31216931e-01	5.04057319e-02	1.82347304e-01	9.75612004e-01	7.79191544e-01	3.48406075e-01
2.85600000e+02	7.65522876e-01	1.93730077e-07	4.30555556e-01	5.09558250e-02	1.82663276e-01	9.74639333e-01	7.84106463e-01	3.46899499e-01
2.85700000e+02	7.65250545e-01	1.88999591e-07	4.29894180e-01	5.15109041e-02	1.82984000e-01	9.73648400e-01	7.89050901e-01	3.45406288e-01
2.85800000e+02	7.64978214e-01	1.84380970e-07	4.29232804e-01	5.20710016e-02	1.83309523e-01	9.72639262e-01	7.94024976e-01	3.43926495e-01
2.85900000e+02	7.64705882e-01	1.79871663e-07	4.28571429e-01	5.26361497e-02	1.83639892e-01	9.71611980e-01	7.99028807e-01	3.42460176e-01
2.86000000e+02	7.64433551e-01	1.75469172e-07	4.27910053e-01	5.32063809e-02	1.83975156e-01	9.70566612e-01	8.04062510e-01	3.41007384e-01
2.86100000e+02	7.64161220e-01	1.71171053e-07	4.27248677e-01	5.37817274e-02	1.84315362e-01	9.69503219e-01	8.09126206e-01	3.39568172e-01
2.86200000e+02	7.63888889e-01	1.66974919e-07	4.26587302e-01	5.43622219e-02	1.84660558e-01	9.68421864e-01	8.14220013e-01	3.38142593e-01
2.86300000e+02	7.63616558e-01	1.62878432e-07	4.25925926e-01	5.49478967e-02	1.85010794e-01	9.67322608e-01	8.19344050e-01	3.36730698e-01
2.86400000e+02	7.63344227e-01	1.58879309e-07	4.25264550e-01	5.55387845e-02	1.85366118e-01	9.66205516e-01	8.24498437e-01	3.35332538e-01
2.86500000e+02	7.63071895e-01	1.54975314e-07	4.24603175e-01	5.61349178e-02	1.85726579e-01	9.65070652e-01	8.29683293e-01	3.33948165e-01
2.86600000e+02	7.62799564e-01	1.51164262e-07	4.23941799e-01	5.67363293e-02	1.86092226e-01	9.63918082e-01	8.34898738e-01	3.32577629e-01
2.86700000e+02	7.62527233e-01	1.47444016e-07	4.23280423e-01	5.73430515e-02	1.86463109e-01	9.62747873e-01	8.40144892e-01	3.31220978e-01
2.86800000e+02	7.62254902e-01	1.43812488e-07	4.22619048e-01	5.79551173e-02	1.86839278e-01	9.61560092e-01	8.45421875e-01	3.29878263e-01
2.86900000e+02	7.61982571e-01	1.40267632e-07	4.21957672e-01	5.85725593e-02	1.87220783e-01	9.60354808e-01	8.50729808e-01	3.28549530e-01
2.87000000e+02	7.61710240e-01	1.36807452e-07	4.21296296e-01	5.91954103e-02	1.87607673e-01	9.59132090e-01	8.56068812e-01	3.27234829e-01
2.87100000e+02	7.61437908e-01	1.33429994e-07	4.20634921e-01	5.98237030e-02	1.88000000e-01	9.57892010e-01	8.61439008e-01	3.25934206e-01
2.87200000e+02	7.61165577e-01	1.30133346e-07	4.19973545e-01	6.04574703e-02	1.88397814e-01	9.56634638e-01	8.66840517e-01	3.24647707e-01
2.87300000e+02	7.60893246e-01	1.26915642e-07	4.19312169e-01	6.10967450e-02	1.88801165e-01	9.55360047e-01	8.72273460e-01	3.23375378e-01
2.87400000e+02	7.60620915e-01	1.23775054e-07	4.18650794e-01	6.17415599e-02	1.89210106e-01	9.54068309e-01	8.77737960e-01	3.22117266e-01
2.87500000e+02	7.60348584e-01	1.20709797e-07	4.17989418e-01	6.23919478e-02	1.89624687e-01	9.52759501e-01	8.83234138e-01	3.20873414e-01
2.87600000e+02	7.60076253e-01	1.17718125e-07	4.17328042e-01	6.30479418e-02	1.90044960e-01	9.51433695e-01	8.88762116e-01	3.19643867e-01
2.87700000e+02	7.59803922e-01	1.14798331e-07	4.16666667e-01	6.37095746e-02	1.90470977e-01	9.50090969e-01	8.94322016e-01	3.18428669e-01
2.87800000e+02	7.59531590e-01	1.11948746e-07	4.16005291e-01	6.43768791e-02	1.90902791e-01	9.48731400e-01	8.99913963e-01	3.17227862e-01
2.87900000e+02	7.59259259e-01	1.09167739e-07	4.15343915e-01	6.50498883e-02	1.91340452e-01	9.47355065e-01	9.05538077e-01	3.16041489e-01
2.88000000e+02	7.58986928e-01	1.06453714e-07	4.14682540e-01	6.57286351e-02	1.91784015e-01	9.45962042e-01	9.11194483e-01	3.14869592e-01
2.88100000e+02	7.58714597e-01	1.03805112e-07	4.14021164e-01	6.64131523e-02	1.92233531e-01	9.44552412e-01	9.16883304e-01	3.13712212e-01
2.88200000e+02	7.58442266e-01	1.01220409e-07	4.13359788e-01	6.71034729e-02	1.92689054e-01	9.43126256e-01	9.22604664e-01	3.12569389e-01
2.88300000e+02	7.58169935e-01	9.86981139e-08	4.12698413e-01	6.77996298e-02	1.93150638e-01	9.41683653e-01	9.28358685e-01	3.11441165e-01
2.88400000e+02	7.57897603e-01	9.62367707e-08	4.12037037e-01	6.85016559e-02	1.93618334e-01	9.40224686e-01	9.34145493e-01	3.10327578e-01
2.88500000e+02	7.57625272e-01	9.38349551e-08	4.11375661e-01	6.92095840e-02	1.94092199e-01	9.38749439e-01	9.39965212e-01	3.09228668e-01
2.88600000e+02	7.57352941e-01	9.14912752e-08	4.10714286e-01	6.99234472e-02	1.94572284e-01	9.37257996e-01	9.45817966e-01	3.08144472e-01
2.88700000e+02	7.57080610e-01	8.92043705e-08	4.10052910e-01	7.06432781e-02	1.95058645e-01	9.35750440e-01	9.51703879e-01	3.07075029e-01
2.88800000e+02	7.56808279e-01	8.69729109e-08	4.09391534e-01	7.13691098e-02	1.95551336e-01	9.34226857e-01	9.57623078e-01	3.06020376e-01
2.88900000e+02	7.56535948e-01	8.47955966e-08	4.08730159e-01	7.21009749e-02	1.96050412e-01	9.32687334e-01	9.63575687e-01	3.04980549e-01
2.89000000e+02	7.56263617e-01	8.26711571e-08	4.08068783e-01	7.28389064e-02	1.96555927e-01	9.31131958e-01	9.69561832e-01	3.03955586e-01
2.89100000e+02	7.55991285e-01	8.05983504e-08	4.07407407e-01	7.35829370e-02	1.97067937e-01	9.29560816e-01	9.75581638e-01	3.02945520e-01
2.89200000e+02	7.55718954e-01	7.85759629e-08	4.06746032e-01	7.43330994e-02	1.97586497e-01	9.27973997e-01	9.81635232e-01	3.01950387e-01
2.89300000e+02	7.55446623e-01	7.66028083e-08	4.06084656e-01	7.50894265e-02	1.98111663e-01	9.26371591e-01	9.87722739e-01	3.00970223e-01
2.89400000e+02	7.55174292e-01	7.46777273e-08	4.05423280e-01	7.58519508e-02	1.98643490e-01	9.24753688e-01	9.93844286e-01	3.00005059e-01
2.89500000e+02	7.54901961e-01	7.27995869e-08	4.04761905e-01	7.66207050e-02	1.99182035e-01	9.23120379e-01	1.00000000e+00	2.99054930e-01
2.89600000e+02	7.54629630e-01	7.09672798e-08	4.04100529e-01	7.73957218e-02	1.99727355e-01	9.21471756e-01	9.97685185e-01	2.98119869e-01
2.89700000e+02	7.54357298e-01	6.91797239e-08	4.03439153e-01	7.81770336e-02	2.00279504e-01	9.19807911e-01	9.95370370e-01	2.97199907e-01
2.89800000e+02	7.54084967e-01	6.74358616e-08	4.02777778e-01	7.89646732e-02	2.00838542e-01	9.18128937e-01	9.93055556e-01	2.96295076e-01
