# theta[deg]	neutral_n1	plasma_n1	neutral_n2	plasma_n2	neutral_n3	plasma_n3	neutral_n4	plasma_n4
1.14200000e+02	2.51906318e-01	1.20365216e-01	3.73677249e-01	1.20365238e-01	5.61868687e-01	1.25044231e-01	8.91203704e-01	2.71842942e-01
1.14300000e+02	2.51633987e-01	1.21469887e-01	3.73015873e-01	1.21469908e-01	5.60606061e-01	1.26081229e-01	8.88888889e-01	2.71642751e-01
1.14400000e+02	2.51361656e-01	1.22582275e-01	3.72354497e-01	1.22582296e-01	5.59343434e-01	1.27126833e-01	8.86574074e-01	2.71458552e-01
1.14500000e+02	2.51089325e-01	1.23702407e-01	3.71693122e-01	1.23702427e-01	5.58080808e-01	1.28181059e-01	8.84259259e-01	2.71290349e-01
1.14600000e+02	2.50816993e-01	1.24830308e-01	3.71031746e-01	1.24830327e-01	5.56818182e-01	1.29243923e-01	8.81944444e-01	2.71138149e-01
1.14700000e+02	2.50544662e-01	1.25966005e-01	3.70370370e-01	1.25966024e-01	5.55555556e-01	1.30315441e-01	8.79629630e-01	2.71001957e-01
1.14800000e+02	2.50272331e-01	1.27109524e-01	3.69708995e-01	1.27109542e-01	5.54292929e-01	1.31395630e-01	8.77314815e-01	2.70881777e-01
1.14900000e+02	2.50000000e-01	1.28260890e-01	3.69047619e-01	1.28260908e-01	5.53030303e-01	1.32484504e-01	8.75000000e-01	2.70777613e-01
1.15000000e+02	2.49727669e-01	1.29420128e-01	3.68386243e-01	1.29420146e-01	5.51767677e-01	1.33582080e-01	8.72685185e-01	2.70689468e-01
1.15100000e+02	2.49455338e-01	1.30587265e-01	3.67724868e-01	1.30587282e-01	5.50505051e-01	1.34688373e-01	8.70370370e-01	2.70617345e-01
1.15200000e+02	2.49183007e-01	1.31762324e-01	3.67063492e-01	1.31762340e-01	5.49242424e-01	1.35803398e-01	8.68055556e-01	2.70561248e-01
1.15300000e+02	2.48910675e-01	1.32945331e-01	3.66402116e-01	1.32945347e-01	5.47979798e-01	1.36927171e-01	8.65740741e-01	2.70521177e-01
1.15400000e+02	2.48638344e-01	1.34136309e-01	3.65740741e-01	1.34136325e-01	5.46717172e-01	1.38059706e-01	8.63425926e-01	2.70497133e-01
1.15500000e+02	2.48366013e-01	1.35335283e-01	3.65079365e-01	1.35335298e-01	5.45454545e-01	1.39201018e-01	8.61111111e-01	2.70489119e-01
1.15600000e+02	2.48093682e-01	1.36542277e-01	3.64417989e-01	1.36542292e-01	5.44191919e-01	1.40351122e-01	8.58796296e-01	2.70497133e-01
1.15700000e+02	2.47821351e-01	1.37757315e-01	3.63756614e-01	1.37757330e-01	5.42929293e-01	1.41510033e-01	8.56481481e-01	2.70521177e-01
1.15800000e+02	2.47549020e-01	1.38980420e-01	3.63095238e-01	1.38980434e-01	5.41666667e-01	1.42677765e-01	8.54166667e-01	2.70561248e-01
1.15900000e+02	2.47276688e-01	1.40211614e-01	3.62433862e-01	1.40211628e-01	5.40404040e-01	1.43854331e-01	8.51851852e-01	2.70617345e-01
1.16000000e+02	2.47004357e-01	1.41450921e-01	3.61772487e-01	1.41450934e-01	5.39141414e-01	1.45039746e-01	8.49537037e-01	2.70689468e-01
1.16100000e+02	2.46732026e-01	1.42698364e-01	3.61111111e-01	1.42698377e-01	5.37878788e-01	1.46234024e-01	8.47222222e-01	2.70777613e-01
1.16200000e+02	2.46459695e-01	1.43953964e-01	3.60449735e-01	1.43953976e-01	5.36616162e-01	1.47437178e-01	8.44907407e-01	2.70881777e-01
1.16300000e+02	2.46187364e-01	1.45217743e-01	3.59788360e-01	1.45217755e-01	5.35353535e-01	1.48649222e-01	8.42592593e-01	2.71001957e-01
1.16400000e+02	2.45915033e-01	1.46489723e-01	3.59126984e-01	1.46489735e-01	5.34090909e-01	1.49870168e-01	8.40277778e-01	2.71138149e-01
1.16500000e+02	2.45642702e-01	1.47769927e-01	3.58465608e-01	1.47769938e-01	5.32828283e-01	1.51100030e-01	8.37962963e-01	2.71290349e-01
1.16600000e+02	2.45370370e-01	1.49058373e-01	3.57804233e-01	1.49058384e-01	5.31565657e-01	1.52338821e-01	8.35648148e-01	2.71458552e-01
1.16700000e+02	2.45098039e-01	1.50355084e-01	3.57142857e-01	1.50355095e-01	5.30303030e-01	1.53586552e-01	8.33333333e-01	2.71642751e-01
1.16800000e+02	2.44825708e-01	1.51660080e-01	3.56481481e-01	1.51660090e-01	5.29040404e-01	1.54843236e-01	8.31018519e-01	2.71842942e-01
1.16900000e+02	2.44553377e-01	1.52973380e-01	3.55820106e-01	1.52973391e-01	5.27777778e-01	1.56108885e-01	8.28703704e-01	2.72059116e-01
1.17000000e+02	2.44281046e-01	1.54295006e-01	3.55158730e-01	1.54295016e-01	5.26515152e-01	1.57383511e-01	8.26388889e-01	2.72291268e-01
1.17100000e+02	2.44008715e-01	1.55624975e-01	3.54497354e-01	1.55624985e-01	5.25252525e-01	1.58667126e-01	8.24074074e-01	2.72539390e-01
1.17200000e+02	2.43736383e-01	1.56963308e-01	3.53835979e-01	1.56963317e-01	5.23989899e-01	1.59959740e-01	8.21759259e-01	2.72803473e-01
1.17300000e+02	2.43464052e-01	1.58310023e-01	3.53174603e-01	1.58310032e-01	5.22727273e-01	1.61261366e-01	8.19444444e-01	2.73083508e-01
1.17400000e+02	2.43191721e-01	1.59665138e-01	3.52513228e-01	1.59665147e-01	5.21464646e-01	1.62572012e-01	8.17129630e-01	2.73379487e-01
1.17500000e+02	2.42919390e-01	1.61028673e-01	3.51851852e-01	1.61028681e-01	5.20202020e-01	1.63891691e-01	8.14814815e-01	2.73691400e-01
1.17600000e+02	2.42647059e-01	1.62400643e-01	3.51190476e-01	1.62400652e-01	5.18939394e-01	1.65220413e-01	8.12500000e-01	2.74019236e-01
1.17700000e+02	2.42374728e-01	1.63781068e-01	3.50529101e-01	1.63781077e-01	5.17676768e-01	1.66558186e-01	8.10185185e-01	2.74362984e-01
1.17800000e+02	2.42102397e-01	1.65169965e-01	3.49867725e-01	1.65169973e-01	5.16414141e-01	1.67905022e-01	8.07870370e-01	2.74722633e-01
1.17900000e+02	2.41830065e-01	1.66567349e-01	3.49206349e-01	1.66567357e-01	5.15151515e-01	1.69260930e-01	8.05555556e-01	2.75098171e-01
1.18000000e+02	2.41557734e-01	1.67973237e-01	3.48544974e-01	1.67973245e-01	5.13888889e-01	1.70625918e-01	8.03240741e-01	2.75489586e-01
1.18100000e+02	2.41285403e-01	1.69387645e-01	3.47883598e-01	1.69387653e-01	5.12626263e-01	1.71999996e-01	8.00925926e-01	2.75896865e-01
1.18200000e+02	2.41013072e-01	1.70810590e-01	3.47222222e-01	1.70810597e-01	5.11363636e-01	1.73383171e-01	7.98611111e-01	2.76319994e-01
1.18300000e+02	2.40740741e-01	1.72242085e-01	3.46560847e-01	1.72242092e-01	5.10101010e-01	1.74775453e-01	7.96296296e-01	2.76758959e-01
1.18400000e+02	2.40468410e-01	1.73682146e-01	3.45899471e-01	1.73682153e-01	5.08838384e-01	1.76176850e-01	7.93981481e-01	2.77213745e-01
1.18500000e+02	2.40196078e-01	1.75130788e-01	3.45238095e-01	1.75130795e-01	5.07575758e-01	1.77587368e-01	7.91666667e-01	2.77684338e-01
1.18600000e+02	2.39923747e-01	1.76588025e-01	3.44576720e-01	1.76588031e-01	5.06313131e-01	1.79007016e-01	7.89351852e-01	2.78170722e-01
1.18700000e+02	2.39651416e-01	1.78053870e-01	3.43915344e-01	1.78053876e-01	5.05050505e-01	1.80435800e-01	7.87037037e-01	2.78672880e-01
1.18800000e+02	2.39379085e-01	1.79528336e-01	3.43253968e-01	1.79528342e-01	5.03787879e-01	1.81873727e-01	7.84722222e-01	2.79190796e-01
1.18900000e+02	2.39106754e-01	1.81011437e-01	3.42592593e-01	1.81011443e-01	5.02525253e-01	1.83320803e-01	7.82407407e-01	2.79724452e-01
1.19000000e+02	2.38834423e-01	1.82503185e-01	3.41931217e-01	1.82503191e-01	5.01262626e-01	1.84777035e-01	7.80092593e-01	2.80273832e-01
1.19100000e+02	2.38562092e-01	1.84003592e-01	3.41269841e-01	1.84003598e-01	5.00000000e-01	1.86242427e-01	7.77777778e-01	2.80838915e-01
1.19200000e+02	2.38289760e-01	1.85512670e-01	3.40608466e-01	1.85512675e-01	4.98737374e-01	1.87716986e-01	7.75462963e-01	2.81419684e-01
1.19300000e+02	2.38017429e-01	1.87030430e-01	3.39947090e-01	1.87030435e-01	4.97474747e-01	1.89200716e-01	7.73148148e-01	2.82016119e-01
1.19400000e+02	2.37745098e-01	1.88556882e-01	3.39285714e-01	1.88556887e-01	4.96212121e-01	1.90693621e-01	7.70833333e-01	2.82628200e-01
1.19500000e+02	2.37472767e-01	1.90092038e-01	3.38624339e-01	1.90092043e-01	4.94949495e-01	1.92195707e-01	7.68518519e-01	2.83255906e-01
1.19600000e+02	2.37200436e-01	1.91635907e-01	3.37962963e-01	1.91635912e-01	4.93686869e-01	1.93706977e-01	7.66203704e-01	2.83899217e-01
1.19700000e+02	2.36928105e-01	1.93188499e-01	3.37301587e-01	1.93188504e-01	4.92424242e-01	1.95227434e-01	7.63888889e-01	2.84558111e-01
1.19800000e+02	2.36655773e-01	1.94749822e-01	3.36640212e-01	1.94749827e-01	4.91161616e-01	1.96757082e-01	7.61574074e-01	2.85232565e-01
1.19900000e+02	2.36383442e-01	1.96319886e-01	3.35978836e-01	1.96319891e-01	4.89898990e-01	1.98295923e-01	7.59259259e-01	2.85922558e-01
1.20000000e+02	2.36111111e-01	1.97898699e-01	3.35317460e-01	1.97898704e-01	4.88636364e-01	1.99843960e-01	7.56944444e-01	2.86628065e-01
1.20100000e+02	2.35838780e-01	1.99486268e-01	3.34656085e-01	1.99486272e-01	4.87373737e-01	2.01401195e-01	7.54629630e-01	2.87349062e-01
1.20200000e+02	2.35566449e-01	2.01082601e-01	3.33994709e-01	2.01082605e-01	4.86111111e-01	2.02967629e-01	7.52314815e-01	2.88085527e-01
1.20300000e+02	2.35294118e-01	2.02687704e-01	3.33333333e-01	2.02687708e-01	4.84848485e-01	2.04543263e-01	7.50000000e-01	2.88837433e-01
1.20400000e+02	2.35021786e-01	2.04301584e-01	3.32671958e-01	2.04301588e-01	4.83585859e-01	2.06128099e-01	7.47685185e-01	2.89604755e-01
1.20500000e+02	2.34749455e-01	2.05924246e-01	3.32010582e-01	2.05924250e-01	4.82323232e-01	2.07722136e-01	7.45370370e-01	2.90387467e-01
1.20600000e+02	2.34477124e-01	2.07555697e-01	3.31349206e-01	2.07555701e-01	4.81060606e-01	2.09325375e-01	7.43055556e-01	2.91185543e-01
1.20700000e+02	2.34204793e-01	2.09195941e-01	3.30687831e-01	2.09195944e-01	4.79797980e-01	2.10937815e-01	7.40740741e-01	2.91998955e-01
1.20800000e+02	2.33932462e-01	2.10844982e-01	3.30026455e-01	2.10844985e-01	4.78535354e-01	2.12559456e-01	7.38425926e-01	2.92827676e-01
1.20900000e+02	2.33660131e-01	2.12502824e-01	3.29365079e-01	2.12502828e-01	4.77272727e-01	2.14190295e-01	7.36111111e-01	2.93671678e-01
1.21000000e+02	2.33387800e-01	2.14169472e-01	3.28703704e-01	2.14169475e-01	4.76010101e-01	2.15830331e-01	7.33796296e-01	2.94530932e-01
1.21100000e+02	2.33115468e-01	2.15844927e-01	3.28042328e-01	2.15844930e-01	4.74747475e-01	2.17479562e-01	7.31481481e-01	2.95405408e-01
1.21200000e+02	2.32843137e-01	2.17529192e-01	3.27380952e-01	2.17529195e-01	4.73484848e-01	2.19137986e-01	7.29166667e-01	2.96295076e-01
1.21300000e+02	2.32570806e-01	2.19222269e-01	3.26719577e-01	2.19222272e-01	4.72222222e-01	2.20805599e-01	7.26851852e-01	2.97199907e-01
1.21400000e+02	2.32298475e-01	2.20924160e-01	3.26058201e-01	2.20924163e-01	4.70959596e-01	2.22482398e-01	7.24537037e-01	2.98119869e-01
1.21500000e+02	2.32026144e-01	2.22634866e-01	3.25396825e-01	2.22634869e-01	4.69696970e-01	2.24168378e-01	7.22222222e-01	2.99054930e-01
1.21600000e+02	2.31753813e-01	2.24354386e-01	3.24735450e-01	2.24354389e-01	4.68434343e-01	2.25863536e-01	7.19907407e-01	3.00005059e-01
1.21700000e+02	2.31481481e-01	2.26082722e-01	3.24074074e-01	2.26082725e-01	4.67171717e-01	2.27567866e-01	7.17592593e-01	3.00970223e-01
1.21800000e+02	2.31209150e-01	2.27819871e-01	3.23412698e-01	2.27819874e-01	4.65909091e-01	2.29281363e-01	7.15277778e-01	3.01950387e-01
1.21900000e+02	2.30936819e-01	2.29565834e-01	3.22751323e-01	2.29565837e-01	4.64646465e-01	2.31004021e-01	7.12962963e-01	3.02945520e-01
1.22000000e+02	2.30664488e-01	2.31320608e-01	3.22089947e-01	2.31320611e-01	4.63383838e-01	2.32735834e-01	7.10648148e-01	3.03955586e-01
1.22100000e+02	2.30392157e-01	2.33084191e-01	3.21428571e-01	2.33084194e-01	4.62121212e-01	2.34476795e-01	7.08333333e-01	3.04980549e-01
1.22200000e+02	2.30119826e-01	2.34856580e-01	3.20767196e-01	2.34856583e-01	4.60858586e-01	2.36226897e-01	7.06018519e-01	3.06020376e-01
1.22300000e+02	2.29847495e-01	2.36637773e-01	3.20105820e-01	2.36637775e-01	4.59595960e-01	2.37986132e-01	7.03703704e-01	3.07075029e-01
1.22400000e+02	2.29575163e-01	2.38427764e-01	3.19444444e-01	2.38427767e-01	4.58333333e-01	2.39754491e-01	7.01388889e-01	3.08144472e-01
1.22500000e+02	2.29302832e-01	2.40226551e-01	3.18783069e-01	2.40226553e-01	4.57070707e-01	2.41531966e-01	6.99074074e-01	3.09228668e-01
1.22600000e+02	2.29030501e-01	2.42034127e-01	3.18121693e-01	2.42034129e-01	4.55808081e-01	2.43318548e-01	6.96759259e-01	3.10327578e-01
1.22700000e+02	2.28758170e-01	2.43850487e-01	3.17460317e-01	2.43850489e-01	4.54545455e-01	2.45114226e-01	6.94444444e-01	3.11441165e-01
1.22800000e+02	2.28485839e-01	2.45675625e-01	3.16798942e-01	2.45675627e-01	4.53282828e-01	2.46918991e-01	6.92129630e-01	3.12569389e-01
1.22900000e+02	2.28213508e-01	2.47509535e-01	3.16137566e-01	2.47509537e-01	4.52020202e-01	2.48732831e-01	6.89814815e-01	3.13712212e-01
1.23000000e+02	2.27941176e-01	2.49352209e-01	3.15476190e-01	2.49352211e-01	4.50757576e-01	2.50555735e-01	6.87500000e-01	3.14869592e-01
1.23100000e+02	2.27668845e-01	2.51203639e-01	3.14814815e-01	2.51203641e-01	4.49494949e-01	2.52387692e-01	6.85185185e-01	3.16041489e-01
1.23200000e+02	2.27396514e-01	2.53063817e-01	3.14153439e-01	2.53063819e-01	4.48232323e-01	2.54228688e-01	6.82870370e-01	3.17227862e-01
1.23300000e+02	2.27124183e-01	2.54932734e-01	3.13492063e-01	2.54932736e-01	4.46969697e-01	2.56078712e-01	6.80555556e-01	3.18428669e-01
1.23400000e+02	2.26851852e-01	2.56810381e-01	3.12830688e-01	2.56810383e-01	4.45707071e-01	2.57937748e-01	6.78240741e-01	3.19643867e-01
1.23500000e+02	2.26579521e-01	2.58696747e-01	3.12169312e-01	2.58696748e-01	4.44444444e-01	2.59805784e-01	6.75925926e-01	3.20873414e-01
1.23600000e+02	2.26307190e-01	2.60591821e-01	3.11507937e-01	2.60591823e-01	4.43181818e-01	2.61682805e-01	6.73611111e-01	3.22117266e-01
1.23700000e+02	2.26034858e-01	2.62495592e-01	3.10846561e-01	2.62495594e-01	4.41919192e-01	2.63568796e-01	6.71296296e-01	3.23375378e-01
1.23800000e+02	2.25762527e-01	2.64408049e-01	3.10185185e-01	2.64408051e-01	4.40656566e-01	2.65463740e-01	6.68981481e-01	3.24647707e-01
1.23900000e+02	2.25490196e-01	2.66329178e-01	3.09523810e-01	2.66329180e-01	4.39393939e-01	2.67367623e-01	6.66666667e-01	3.25934206e-01
1.24000000e+02	2.25217865e-01	2.68258967e-01	3.08862434e-01	2.68258969e-01	4.38131313e-01	2.69280426e-01	6.64351852e-01	3.27234829e-01
1.24100000e+02	2.24945534e-01	2.70197402e-01	3.08201058e-01	2.70197403e-01	4.36868687e-01	2.71202132e-01	6.62037037e-01	3.28549530e-01
1.24200000e+02	2.24673203e-01	2.72144468e-01	3.07539683e-01	2.72144469e-01	4.35606061e-01	2.73132725e-01	6.59722222e-01	3.29878263e-01
1.24300000e+02	2.24400871e-01	2.74100150e-01	3.06878307e-01	2.74100151e-01	4.34343434e-01	2.75072184e-01	6.57407407e-01	3.31220978e-01
1.24400000e+02	2.24128540e-01	2.76064433e-01	3.06216931e-01	2.76064434e-01	4.33080808e-01	2.77020491e-01	6.55092593e-01	3.32577629e-01
1.24500000e+02	2.23856209e-01	2.78037300e-01	3.05555556e-01	2.78037302e-01	4.31818182e-01	2.78977627e-01	6.52777778e-01	3.33948165e-01
1.24600000e+02	2.23583878e-01	2.80018736e-01	3.04894180e-01	2.80018737e-01	4.30555556e-01	2.80943570e-01	6.50462963e-01	3.35332538e-01
1.24700000e+02	2.23311547e-01	2.82008721e-01	3.04232804e-01	2.82008722e-01	4.29292929e-01	2.82918301e-01	6.48148148e-01	3.36730698e-01
1.24800000e+02	2.23039216e-01	2.84007238e-01	3.03571429e-01	2.84007239e-01	4.28030303e-01	2.84901797e-01	6.45833333e-01	3.38142593e-01
1.24900000e+02	2.22766885e-01	2.86014268e-01	3.02910053e-01	2.86014269e-01	4.26767677e-01	2.86894037e-01	6.43518519e-01	3.39568172e-01
1.25000000e+02	2.22494553e-01	2.88029792e-01	3.02248677e-01	2.88029794e-01	4.25505051e-01	2.88894998e-01	6.41203704e-01	3.41007384e-01
1.25100000e+02	2.22222222e-01	2.90053790e-01	3.01587302e-01	2.90053792e-01	4.24242424e-01	2.90904657e-01	6.38888889e-01	3.42460176e-01
1.25200000e+02	2.21949891e-01	2.92086241e-01	3.00925926e-01	2.92086243e-01	4.22979798e-01	2.92922990e-01	6.36574074e-01	3.43926495e-01
1.25300000e+02	2.21677560e-01	2.94127124e-01	3.00264550e-01	2.94127125e-01	4.21717172e-01	2.94949972e-01	6.34259259e-01	3.45406288e-01
1.25400000e+02	2.21405229e-01	2.96176417e-01	2.99603175e-01	2.96176418e-01	4.20454545e-01	2.96985579e-01	6.31944444e-01	3.46899499e-01
1.25500000e+02	2.21132898e-01	2.98234096e-01	2.98941799e-01	2.98234097e-01	4.19191919e-01	2.99029785e-01	6.29629630e-01	3.48406075e-01
1.25600000e+02	2.20860566e-01	3.00300139e-01	2.98280423e-01	3.00300140e-01	4.17929293e-01	3.01082563e-01	6.27314815e-01	3.49925959e-01
1.25700000e+02	2.20588235e-01	3.02374523e-01	2.97619048e-01	3.02374524e-01	4.16666667e-01	3.03143886e-01	6.25000000e-01	3.51459096e-01
1.25800000e+02	2.20315904e-01	3.04457221e-01	2.96957672e-01	3.04457222e-01	4.15404040e-01	3.05213728e-01	6.22685185e-01	3.53005429e-01
1.25900000e+02	2.20043573e-01	3.06548209e-01	2.96296296e-01	3.06548210e-01	4.14141414e-01	3.07292059e-01	6.20370370e-01	3.54564900e-01
1.26000000e+02	2.19771242e-01	3.08647461e-01	2.95634921e-01	3.08647462e-01	4.12878788e-01	3.09378852e-01	6.18055556e-01	3.56137453e-01
1.26100000e+02	2.19498911e-01	3.10754951e-01	2.94973545e-01	3.10754952e-01	4.11616162e-01	3.11474076e-01	6.15740741e-01	3.57723027e-01
1.26200000e+02	2.19226580e-01	3.12870650e-01	2.94312169e-01	3.12870651e-01	4.10353535e-01	3.13577701e-01	6.13425926e-01	3.59321565e-01
1.26300000e+02	2.18954248e-01	3.14994532e-01	2.93650794e-01	3.14994532e-01	4.09090909e-01	3.15689698e-01	6.11111111e-01	3.60933007e-01
1.26400000e+02	2.18681917e-01	3.17126567e-01	2.92989418e-01	3.17126567e-01	4.07828283e-01	3.17810033e-01	6.08796296e-01	3.62557291e-01
1.26500000e+02	2.18409586e-01	3.19266726e-01	2.92328042e-01	3.19266726e-01	4.06565657e-01	3.19938677e-01	6.06481481e-01	3.64194358e-01
1.26600000e+02	2.18137255e-01	3.21414979e-01	2.91666667e-01	3.21414979e-01	4.05303030e-01	3.22075595e-01	6.04166667e-01	3.65844145e-01
1.26700000e+02	2.17864924e-01	3.23571295e-01	2.91005291e-01	3.23571296e-01	4.04040404e-01	3.24220754e-01	6.01851852e-01	3.67506591e-01
1.26800000e+02	2.17592593e-01	3.25735644e-01	2.90343915e-01	3.25735644e-01	4.02777778e-01	3.26374121e-01	5.99537037e-01	3.69181633e-01
1.26900000e+02	2.17320261e-01	3.27907992e-01	2.89682540e-01	3.27907993e-01	4.01515152e-01	3.28535662e-01	5.97222222e-01	3.70869207e-01
1.27000000e+02	2.17047930e-01	3.30088308e-01	2.89021164e-01	3.30088308e-01	4.00252525e-01	3.30705339e-01	5.94907407e-01	3.72569250e-01
1.27100000e+02	2.16775599e-01	3.32276557e-01	2.88359788e-01	3.32276557e-01	3.98989899e-01	3.32883119e-01	5.92592593e-01	3.74281696e-01
1.27200000e+02	2.16503268e-01	3.34472706e-01	2.87698413e-01	3.34472706e-01	3.97727273e-01	3.35068964e-01	5.90277778e-01	3.76006481e-01
1.27300000e+02	2.16230937e-01	3.36676719e-01	2.87037037e-01	3.36676720e-01	3.96464646e-01	3.37262837e-01	5.87962963e-01	3.77743540e-01
1.27400000e+02	2.15958606e-01	3.38888562e-01	2.86375661e-01	3.38888563e-01	3.95202020e-01	3.39464700e-01	5.85648148e-01	3.79492804e-01
1.27500000e+02	2.15686275e-01	3.41108198e-01	2.85714286e-01	3.41108199e-01	3.93939394e-01	3.41674514e-01	5.83333333e-01	3.81254209e-01
1.27600000e+02	2.15413943e-01	3.43335590e-01	2.85052910e-01	3.43335591e-01	3.92676768e-01	3.43892241e-01	5.81018519e-01	3.83027685e-01
1.27700000e+02	2.15141612e-01	3.45570700e-01	2.84391534e-01	3.45570701e-01	3.91414141e-01	3.46117840e-01	5.78703704e-01	3.84813164e-01
1.27800000e+02	2.14869281e-01	3.47813491e-01	2.83730159e-01	3.47813491e-01	3.90151515e-01	3.48351270e-01	5.76388889e-01	3.86610578e-01
1.27900000e+02	2.14596950e-01	3.50063922e-01	2.83068783e-01	3.50063923e-01	3.88888889e-01	3.50592491e-01	5.74074074e-01	3.88419858e-01
1.28000000e+02	2.14324619e-01	3.52321955e-01	2.82407407e-01	3.52321955e-01	3.87626263e-01	3.52841461e-01	5.71759259e-01	3.90240933e-01
1.28100000e+02	2.14052288e-01	3.54587549e-01	2.81746032e-01	3.54587549e-01	3.86363636e-01	3.55098136e-01	5.69444444e-01	3.92073732e-01
1.28200000e+02	2.13779956e-01	3.56860662e-01	2.81084656e-01	3.56860662e-01	3.85101010e-01	3.57362475e-01	5.67129630e-01	3.93918184e-01
1.28300000e+02	2.13507625e-01	3.59141253e-01	2.80423280e-01	3.59141253e-01	3.83838384e-01	3.59634431e-01	5.64814815e-01	3.95774217e-01
1.28400000e+02	2.13235294e-01	3.61429279e-01	2.79761905e-01	3.61429279e-01	3.82575758e-01	3.61913962e-01	5.62500000e-01	3.97641760e-01
1.28500000e+02	2.12962963e-01	3.63724697e-01	2.79100529e-01	3.63724697e-01	3.81313131e-01	3.64201021e-01	5.60185185e-01	3.99520737e-01
1.28600000e+02	2.12690632e-01	3.66027463e-01	2.78439153e-01	3.66027463e-01	3.80050505e-01	3.66495562e-01	5.57870370e-01	4.01411077e-01
1.28700000e+02	2.12418301e-01	3.68337532e-01	2.77777778e-01	3.68337532e-01	3.78787879e-01	3.68797540e-01	5.55555556e-01	4.03312703e-01
1.28800000e+02	2.12145969e-01	3.70654858e-01	2.77116402e-01	3.70654859e-01	3.77525253e-01	3.71106905e-01	5.53240741e-01	4.05225542e-01
1.28900000e+02	2.11873638e-01	3.72979396e-01	2.76455026e-01	3.72979397e-01	3.76262626e-01	3.73423611e-01	5.50925926e-01	4.07149518e-01
1.29000000e+02	2.11601307e-01	3.75311099e-01	2.75793651e-01	3.75311099e-01	3.75000000e-01	3.75747608e-01	5.48611111e-01	4.09084554e-01
1.29100000e+02	2.11328976e-01	3.77649918e-01	2.75132275e-01	3.77649919e-01	3.73737374e-01	3.78078847e-01	5.46296296e-01	4.11030574e-01
1.29200000e+02	2.11056645e-01	3.79995807e-01	2.74470899e-01	3.79995807e-01	3.72474747e-01	3.80417278e-01	5.43981481e-01	4.12987501e-01
1.29300000e+02	2.10784314e-01	3.82348714e-01	2.73809524e-01	3.82348715e-01	3.71212121e-01	3.82762849e-01	5.41666667e-01	4.14955255e-01
1.29400000e+02	2.10511983e-01	3.84708592e-01	2.73148148e-01	3.84708592e-01	3.69949495e-01	3.85115510e-01	5.39351852e-01	4.16933759e-01
1.29500000e+02	2.10239651e-01	3.87075389e-01	2.72486772e-01	3.87075389e-01	3.68686869e-01	3.87475207e-01	5.37037037e-01	4.18922933e-01
1.29600000e+02	2.09967320e-01	3.89449053e-01	2.71825397e-01	3.89449054e-01	3.67424242e-01	3.89841889e-01	5.34722222e-01	4.20922698e-01
1.29700000e+02	2.09694989e-01	3.91829534e-01	2.71164021e-01	3.91829535e-01	3.66161616e-01	3.92215500e-01	5.32407407e-01	4.22932972e-01
1.29800000e+02	2.09422658e-01	3.94216779e-01	2.70502646e-01	3.94216779e-01	3.64898990e-01	3.94595988e-01	5.30092593e-01	4.24953676e-01
1.29900000e+02	2.09150327e-01	3.96610733e-01	2.69841270e-01	3.96610734e-01	3.63636364e-01	3.96983296e-01	5.27777778e-01	4.26984726e-01
1.30000000e+02	2.08877996e-01	3.99011344e-01	2.69179894e-01	3.99011344e-01	3.62373737e-01	3.99377369e-01	5.25462963e-01	4.29026041e-01
1.30100000e+02	2.08605664e-01	4.01418555e-01	2.68518519e-01	4.01418556e-01	3.61111111e-01	4.01778150e-01	5.23148148e-01	4.31077538e-01
1.30200000e+02	2.08333333e-01	4.03832312e-01	2.67857143e-01	4.03832313e-01	3.59848485e-01	4.04185583e-01	5.20833333e-01	4.33139133e-01
1.30300000e+02	2.08061002e-01	4.06252559e-01	2.67195767e-01	4.06252559e-01	3.58585859e-01	4.06599609e-01	5.18518519e-01	4.35210742e-01
